,Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,team
144,145,Sep 14,True,LAD,"L,4-8",36,33,4,8,1,0,1,4,2,0,10,0,1,0,0,1,0,0,0.236,0.309,0.381,0.691,5,17,R,T.Gonsolin(67),ARI
145,146,Sep 15,True,LAD,"L,3-5",35,30,3,4,0,0,1,3,4,0,11,1,0,0,0,1,1,0,0.235,0.309,0.38,0.689,5,16,L,J.Urias(56),ARI
146,147,Sep 17,True,HOU,"L,3-4",41,38,3,10,1,0,1,3,3,0,13,0,0,0,0,1,1,0,0.235,0.309,0.38,0.689,8,9,R,B.Bielak(56),ARI
147,148,Sep 18,True,HOU,"W,6-4",43,40,6,10,6,0,1,5,3,0,12,0,0,0,1,0,0,0,0.235,0.309,0.381,0.69,7,9,R,L.McCullers(54),ARI
148,149,Sep 19,True,HOU,"L,6-7",36,31,6,6,0,0,1,6,4,0,9,0,0,1,0,1,0,0,0.235,0.309,0.38,0.689,3,9,R,Z.Greinke(34),ARI
149,150,Sep 20,False,ATL,"L,4-11",37,33,4,8,4,1,1,2,4,1,6,0,0,0,0,1,0,0,0.235,0.309,0.381,0.69,6,14,R,H.Ynoa(40),ARI
150,151,Sep 21,False,ATL,"L,1-6",38,32,1,7,1,0,0,1,4,0,6,1,1,0,0,0,1,1,0.235,0.309,0.38,0.69,10,15,R,J.Chavez(52),ARI
151,152,Sep 22,False,ATL,"L,2-9",33,32,2,6,1,0,1,2,1,0,10,0,0,0,0,1,0,0,0.235,0.309,0.38,0.689,4,13,R,I.Anderson(76),ARI
152,153,Sep 23,False,ATL,"W,6-4",36,31,6,10,5,0,1,6,3,1,10,0,1,1,0,1,0,0,0.235,0.309,0.381,0.69,6,16,R,C.Morton(56),ARI
153,154,Sep 24,False,LAD,"L,2-4",34,31,2,4,1,0,1,2,3,0,13,0,0,0,0,0,1,0,0.235,0.308,0.381,0.689,5,16,R,T.Gonsolin(60),ARI
154,155,Sep 25,False,LAD,"W,7-2",37,33,7,9,1,0,2,6,4,0,3,0,0,0,2,2,1,0,0.235,0.309,0.381,0.69,6,14,L,C.Kershaw(39),ARI
155,156,Sep 26,False,LAD,"L,0-3",37,35,0,7,1,0,0,0,2,0,7,0,0,0,0,0,0,0,0.235,0.308,0.38,0.688,10,19,L,J.Urias(59),ARI
156,157,Sep 28,True,SFG,"L,4-6",37,32,4,8,2,0,1,4,3,0,8,0,0,2,0,1,0,0,0.235,0.308,0.38,0.688,6,19,R,L.Webb(61),ARI
157,158,Sep 29,True,SFG,"L,0-1",31,30,0,4,0,0,0,0,0,0,10,1,0,0,2,3,0,0,0.234,0.307,0.379,0.686,4,14,L,A.Wood(72),ARI
158,159,Sep 30,True,SFG,"L,4-5",43,38,4,12,2,1,0,4,5,0,12,0,0,0,0,0,0,1,0.235,0.308,0.379,0.687,12,17,L,S.Kazmir(31),ARI
159,160,Oct 1,False,COL,"L,7-9",37,36,7,9,2,0,3,7,1,0,16,0,0,0,0,0,0,1,0.235,0.308,0.38,0.688,3,16,R,J.Gray(27),ARI
160,161,Oct 2,False,COL,"W,11-2",45,41,11,17,8,1,0,11,4,1,2,0,0,0,0,0,1,0,0.236,0.309,0.383,0.691,10,13,R,A.Senzatela(14),ARI
161,162,Oct 3,False,COL,"W,5-4",38,33,5,8,1,0,1,4,5,0,4,0,0,0,0,0,1,1,0.236,0.309,0.382,0.692,7,17,R,A.Goudeau(55),ARI
162,1,Apr 1,True,PHI,"L,2-3",40,37,2,7,2,0,1,2,2,0,10,1,0,0,1,0,0,0,0.189,0.25,0.324,0.574,8,16,R,A.Nola(60),ATL
163,2,Apr 3,True,PHI,"L,0-4",28,28,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0.123,0.162,0.2,0.362,1,15,R,Z.Wheeler(85),ATL
164,3,Apr 4,True,PHI,"L,1-2",32,29,1,4,1,0,1,1,3,0,11,0,0,0,0,1,0,0,0.128,0.18,0.223,0.403,4,15,R,Z.Eflin(72),ATL
165,4,Apr 6,True,WSN,"L,5-6",37,34,5,7,0,0,4,5,3,0,11,0,0,0,0,0,0,0,0.148,0.204,0.313,0.517,5,16,R,M.Scherzer(55),ATL
166,5,Apr 7 (1),True,WSN,"W,7-6",33,30,7,9,3,0,0,5,3,2,10,0,0,0,0,0,2,0,0.177,0.235,0.329,0.564,5,16,R,E.Fedde(19),ATL
167,6,Apr 7 (2),True,WSN,"W,2-0",27,24,2,3,0,0,1,2,3,0,8,0,0,0,0,0,1,0,0.17,0.234,0.319,0.552,4,14,R,S.Strasburg(76),ATL
168,7,Apr 9,False,PHI,"W,8-1",40,35,8,12,3,0,3,8,5,0,7,0,0,0,1,1,0,0,0.198,0.266,0.378,0.644,8,14,R,Z.Wheeler(38),ATL
169,8,Apr 10,False,PHI,"W,5-4",35,33,5,9,4,0,1,5,1,1,6,0,1,0,1,1,0,0,0.208,0.269,0.392,0.661,6,14,R,Z.Eflin(43),ATL
170,9,Apr 11,False,PHI,"L,6-7",38,35,6,10,3,0,3,6,1,0,7,0,1,1,0,0,0,0,0.218,0.273,0.421,0.694,5,15,L,M.Moore(34),ATL
171,10,Apr 12,False,MIA,"L,3-5",41,30,3,4,1,1,0,3,5,0,8,3,1,2,0,0,1,0,0.21,0.276,0.403,0.679,8,17,R,S.Alcantara(54),ATL
172,11,Apr 13,False,MIA,"L,8-14",44,39,8,11,3,0,2,6,4,0,12,1,0,0,1,0,0,0,0.218,0.286,0.415,0.701,9,16,R,P.Lopez(25),ATL
173,12,Apr 14,False,MIA,"L,5-6",39,34,5,8,1,0,2,5,5,0,8,0,0,0,0,2,0,0,0.219,0.29,0.418,0.708,4,15,R,N.Neidert(41),ATL
174,13,Apr 15,False,MIA,"W,7-6",41,33,7,8,1,0,2,7,5,0,11,3,0,0,0,0,0,0,0.221,0.299,0.42,0.719,9,17,L,T.Rogers(57),ATL
175,14,Apr 16,True,CHC,"W,5-2",43,33,5,9,2,0,0,5,8,0,7,1,0,1,0,1,0,1,0.225,0.309,0.414,0.723,11,18,R,Z.Davies(30),ATL
176,15,Apr 17,True,CHC,"L,4-13",38,31,4,7,0,1,0,3,6,0,6,0,0,1,1,2,0,0,0.225,0.311,0.406,0.717,7,17,R,T.Williams(56),ATL
177,16,Apr 18,True,CHC,"W,13-4",50,38,13,14,2,0,5,13,7,1,7,3,0,2,0,0,0,0,0.235,0.325,0.436,0.761,10,15,R,K.Hendricks(19),ATL
178,17,Apr 20,True,NYY,"L,1-3",36,31,1,6,2,0,0,1,4,0,10,1,0,0,0,2,0,0,0.233,0.324,0.426,0.75,8,11,R,J.Taillon(59),ATL
179,18,Apr 21,True,NYY,"W,4-1",40,30,4,5,0,0,1,4,8,1,7,0,1,1,0,0,0,0,0.229,0.324,0.418,0.742,9,9,R,C.Kluber(50),ATL
180,19,Apr 23,False,ARI,"W,5-4",35,31,5,7,3,1,2,5,4,1,10,0,0,0,0,0,0,0,0.229,0.324,0.426,0.75,6,13,R,L.Weaver(40),ATL
181,20,Apr 25 (1),False,ARI,"L,0-5",24,21,0,1,0,0,0,0,2,0,6,1,0,0,0,1,0,0,0.223,0.319,0.414,0.732,3,13,R,Z.Gallen(79),ATL
182,21,Apr 25 (2),False,ARI,"L,0-7",21,21,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0.216,0.31,0.4,0.71,0,13,L,M.Bumgarner(84),ATL
183,22,Apr 26,False,CHC,"W,8-7",42,34,8,10,3,0,2,8,7,0,8,1,0,0,0,0,1,0,0.22,0.316,0.408,0.724,10,14,R,Z.Davies(29),ATL
184,23,Apr 27,False,CHC,"W,5-0",39,35,5,10,3,0,1,5,4,0,13,0,0,0,1,0,1,0,0.223,0.318,0.41,0.729,10,12,R,T.Williams(53),ATL
185,24,Apr 28,False,CHC,"W,10-0",45,42,10,18,4,0,5,10,2,0,6,1,0,0,0,0,0,0,0.234,0.326,0.436,0.762,11,13,R,K.Hendricks(14),ATL
186,25,Apr 29,False,CHC,"L,3-9",37,33,3,7,1,0,1,3,3,0,7,1,0,0,0,2,0,0,0.233,0.325,0.432,0.757,7,16,R,A.Alzolay(61),ATL
187,26,Apr 30,True,TOR,"L,5-13",36,34,5,9,2,0,1,5,2,0,7,0,0,0,0,1,0,0,0.235,0.324,0.431,0.755,4,10,L,R.Ray(61),ATL
188,27,May 1,True,TOR,"L,5-6",44,39,5,11,1,0,2,5,3,1,10,1,1,0,1,2,0,0,0.237,0.325,0.432,0.757,9,11,L,T.Bergen(53),ATL
189,28,May 2,True,TOR,"L,2-7",37,34,2,9,1,0,0,2,1,0,13,1,0,1,1,1,0,0,0.238,0.324,0.427,0.751,8,9,R,R.Stripling(48),ATL
190,29,May 4,True,WSN,"W,6-1",39,34,6,7,1,0,2,6,5,2,5,0,0,0,2,2,0,0,0.237,0.323,0.427,0.75,6,12,R,J.Ross(51),ATL
191,30,May 5,True,WSN,"W,5-3",34,31,5,5,0,0,2,5,2,1,7,0,1,0,0,0,1,0,0.234,0.32,0.424,0.745,2,15,R,E.Fedde(38),ATL
192,31,May 6,True,WSN,"W,3-2",31,29,3,4,1,0,0,3,2,0,7,0,0,0,0,1,1,1,0.232,0.317,0.417,0.734,1,14,L,J.Lester(50),ATL
193,32,May 7,False,PHI,"L,2-12",32,31,2,5,1,0,1,2,1,0,10,0,0,0,0,1,0,0,0.229,0.313,0.413,0.726,3,15,R,Z.Eflin(63),ATL
194,33,May 8,False,PHI,"W,8-7",54,41,8,9,1,1,2,7,10,3,11,1,2,0,0,0,0,0,0.229,0.316,0.414,0.731,13,19,R,V.Velasquez(63),ATL
195,34,May 9,False,PHI,"W,6-1",32,30,6,9,1,1,2,6,2,0,7,0,0,0,0,1,1,1,0.231,0.317,0.419,0.736,2,13,R,A.Nola(35),ATL
196,35,May 11,False,TOR,"L,3-5",35,33,3,7,1,0,2,3,1,0,13,1,0,0,0,0,0,1,0.23,0.315,0.42,0.735,5,17,L,R.Ray(60),ATL
197,36,May 12,False,TOR,"L,1-4",34,32,1,5,1,0,1,1,2,0,8,0,0,0,0,0,0,0,0.228,0.312,0.416,0.728,6,13,L,H.Ryu(68),ATL
198,37,May 13,False,TOR,"L,4-8",35,33,4,6,0,0,2,4,2,0,15,0,0,0,0,0,1,0,0.227,0.31,0.414,0.725,4,17,R,R.Stripling(59),ATL
199,38,May 14,True,MIL,"W,6-3",41,34,6,8,0,1,2,6,5,0,9,1,1,0,0,0,0,0,0.227,0.311,0.416,0.727,8,15,R,A.Houser(45),ATL
200,39,May 15,True,MIL,"W,5-1",42,36,5,11,3,0,2,5,4,0,12,1,0,1,0,1,0,0,0.23,0.313,0.42,0.733,10,13,L,B.Anderson(29),ATL
201,40,May 16,True,MIL,"L,9-10",43,36,9,8,0,0,1,9,5,0,13,0,1,1,0,0,1,0,0.229,0.313,0.417,0.73,7,15,R,F.Peralta(75),ATL
202,41,May 17,False,NYM,"L,1-3",31,30,1,3,1,0,1,1,1,0,8,0,0,0,0,0,0,0,0.226,0.31,0.413,0.722,3,15,R,T.Walker(59),ATL
203,42,May 18,False,NYM,"L,3-4",34,31,3,5,2,0,2,3,3,0,15,0,0,0,0,1,0,0,0.225,0.308,0.413,0.721,4,14,R,M.Castro(54),ATL
204,43,May 19,False,NYM,"W,5-4",37,32,5,10,3,0,1,4,3,1,10,2,0,0,0,1,0,1,0.227,0.31,0.415,0.725,8,15,L,D.Peterson(46),ATL
205,44,May 20,False,PIT,"L,4-6",40,37,4,8,1,0,2,4,3,0,12,0,0,0,0,0,0,0,0.227,0.309,0.414,0.724,6,17,R,W.Crowe(41),ATL
206,45,May 21,False,PIT,"W,20-1",49,41,20,20,7,0,7,20,5,0,9,0,1,2,0,0,0,0,0.234,0.315,0.435,0.751,5,12,L,T.Anderson(16),ATL
207,46,May 22,False,PIT,"W,6-1",37,33,6,10,2,0,3,6,3,0,10,1,0,0,0,1,2,0,0.235,0.317,0.44,0.757,7,13,R,M.Keller(36),ATL
208,47,May 23,False,PIT,"W,7-1",32,29,7,7,0,0,3,7,1,0,8,1,1,0,0,1,0,0,0.236,0.316,0.442,0.758,1,12,R,J.Brubaker(33),ATL
209,48,May 25,True,BOS,"W,3-1",40,35,3,8,3,0,0,3,5,1,7,0,0,0,0,0,0,0,0.235,0.316,0.439,0.756,10,11,R,G.Richards(45),ATL
210,49,May 26,True,BOS,"L,5-9",38,34,5,9,3,1,2,5,2,0,9,1,0,1,0,1,1,0,0.236,0.316,0.442,0.759,6,9,R,N.Pivetta(49),ATL
211,50,May 29,True,NYM,"L,2-13",34,29,2,5,1,0,0,1,5,0,13,0,0,0,0,2,0,1,0.235,0.316,0.438,0.754,5,17,R,T.Walker(70),ATL
212,51,May 31,False,WSN,"W,5-3",35,29,5,6,0,0,1,5,5,0,11,0,0,1,0,0,0,0,0.234,0.316,0.436,0.752,6,15,R,J.Ross(49),ATL
213,52,Jun 1,False,WSN,"L,6-11",41,35,6,8,2,0,1,6,4,0,9,0,1,1,1,0,2,0,0.234,0.316,0.435,0.75,8,17,R,S.Strasburg(47),ATL
214,53,Jun 2,False,WSN,"L,3-5",37,34,3,7,2,0,1,3,3,0,10,0,0,0,1,0,1,1,0.234,0.315,0.433,0.748,7,17,L,J.Lester(56),ATL
215,54,Jun 3,False,WSN,"W,5-1",34,31,5,7,2,0,1,5,3,0,9,0,0,0,0,0,2,0,0.234,0.315,0.432,0.747,5,14,L,P.Corbin(42),ATL
216,55,Jun 4,False,LAD,"L,5-9",39,33,5,7,1,0,1,3,5,0,11,0,1,0,1,0,0,1,0.233,0.315,0.43,0.745,7,16,L,J.Urias(58),ATL
217,56,Jun 5,False,LAD,"W,6-4",36,33,6,11,2,0,1,6,3,0,12,0,0,0,0,1,3,0,0.235,0.316,0.431,0.747,6,17,L,C.Kershaw(44),ATL
218,57,Jun 6,False,LAD,"W,4-2",37,29,4,7,3,0,0,4,6,0,10,0,1,1,0,0,0,0,0.235,0.317,0.43,0.747,9,14,R,T.Bauer(51),ATL
219,58,Jun 8,True,PHI,"W,9-5",41,37,9,12,2,0,3,8,4,0,7,0,0,0,0,2,0,1,0.237,0.318,0.434,0.752,5,18,R,A.Nola(42),ATL
220,59,Jun 9,True,PHI,"L,1-2",35,33,1,8,1,1,0,1,2,0,10,0,0,0,1,2,0,0,0.237,0.317,0.432,0.749,7,14,R,Z.Eflin(57),ATL
221,60,Jun 10,True,PHI,"L,3-4",38,34,3,5,0,0,1,1,4,0,15,0,0,0,0,0,1,0,0.235,0.316,0.429,0.745,5,16,R,Z.Wheeler(86),ATL
222,61,Jun 11,True,MIA,"L,3-4",40,36,3,9,4,0,0,3,4,0,10,0,0,0,0,0,1,0,0.236,0.316,0.427,0.744,10,17,R,S.Alcantara(58),ATL
223,62,Jun 12,True,MIA,"L,2-4",34,33,2,7,1,0,1,2,1,0,10,0,0,0,0,1,0,0,0.235,0.315,0.426,0.741,5,13,R,Z.Thompson(65),ATL
224,63,Jun 13,True,MIA,"W,6-4",43,34,6,9,2,0,2,6,7,1,5,2,0,0,1,2,0,0,0.236,0.317,0.427,0.744,10,17,R,P.Lopez(31),ATL
225,64,Jun 15,False,BOS,"L,8-10",41,36,8,9,4,0,0,7,3,0,15,0,1,1,0,0,1,0,0.236,0.317,0.426,0.743,6,17,L,E.Rodriguez(41),ATL
226,65,Jun 16,False,BOS,"L,8-10",47,39,8,12,4,1,2,8,5,0,8,2,0,1,2,0,0,0,0.237,0.318,0.429,0.748,12,18,R,G.Richards(30),ATL
227,66,Jun 17,False,STL,"W,4-0",36,29,4,8,3,1,1,4,5,0,5,0,1,1,0,1,1,0,0.238,0.319,0.431,0.75,8,13,R,J.Gant(50),ATL
228,67,Jun 18,False,STL,"W,9-1",42,32,9,11,2,0,2,9,7,0,7,2,0,1,0,1,1,1,0.239,0.322,0.433,0.755,9,12,R,C.Martinez(10),ATL
229,68,Jun 20 (1),False,STL,"L,1-9",26,23,1,3,1,0,0,0,3,0,11,0,0,0,0,0,2,1,0.238,0.321,0.431,0.752,4,13,R,A.Wainwright(75),ATL
230,69,Jun 20 (2),False,STL,"W,1-0",22,21,1,4,0,0,1,1,1,0,7,0,0,0,0,1,0,0,0.238,0.32,0.43,0.75,3,12,L,K.Kim(53),ATL
231,70,Jun 21 (1),True,NYM,"L,2-4",26,23,2,2,1,0,1,2,3,0,8,0,0,0,0,0,0,0,0.236,0.319,0.428,0.747,3,13,R,J.deGrom(69),ATL
232,71,Jun 21 (2),True,NYM,"W,1-0",28,25,1,4,1,0,1,1,3,0,6,0,0,0,0,0,0,0,0.235,0.318,0.427,0.745,6,13,R,J.Eickhoff(56),ATL
233,72,Jun 22,True,NYM,"W,3-0",37,32,3,5,0,0,1,3,5,0,12,0,0,0,0,0,2,0,0.234,0.317,0.424,0.742,7,12,R,M.Stroman(51),ATL
234,73,Jun 23,True,NYM,"L,3-7",39,34,3,8,2,0,1,3,5,0,8,0,0,0,0,0,1,0,0.234,0.318,0.424,0.741,9,17,R,T.Megill(51),ATL
235,74,Jun 24,True,CIN,"L,3-5",40,35,3,8,0,0,2,3,4,0,12,1,0,0,0,0,0,0,0.234,0.318,0.424,0.741,10,17,R,T.Santillan(67),ATL
236,75,Jun 25,True,CIN,"W,3-2",38,36,3,9,4,0,2,3,2,0,8,0,0,0,0,0,3,0,0.234,0.317,0.425,0.742,8,14,R,V.Guti\xE9rrez(50),ATL
237,76,Jun 26,True,CIN,"L,1-4",38,34,1,8,2,0,0,1,4,0,9,0,0,0,0,0,0,0,0.235,0.317,0.423,0.741,10,13,R,L.Castillo(69),ATL
238,77,Jun 27,True,CIN,"W,4-0",36,33,4,7,3,0,2,4,2,1,12,1,0,0,0,0,0,1,0.234,0.317,0.424,0.741,5,16,R,T.Mahle(50),ATL
239,78,Jun 29,False,NYM,"L,3-4",37,33,3,6,0,0,1,3,4,1,9,0,0,0,0,0,0,0,0.234,0.316,0.422,0.738,7,14,R,T.Megill(51),ATL
240,79,Jun 30,False,NYM,"W,20-2",50,43,20,20,4,0,4,20,6,0,6,1,0,0,0,0,1,1,0.237,0.32,0.429,0.749,6,15,L,D.Peterson(20),ATL
241,80,Jul 1,False,NYM,"W,4-3",38,35,4,9,1,1,1,4,3,1,17,0,0,0,0,0,1,0,0.238,0.32,0.429,0.749,8,14,R,J.deGrom(69),ATL
242,81,Jul 2,False,MIA,"W,1-0",29,25,1,2,0,0,0,1,2,0,8,1,0,1,0,0,1,0,0.236,0.319,0.426,0.744,4,16,R,P.Lopez(46),ATL
243,82,Jul 3,False,MIA,"L,2-3",39,34,2,8,0,0,0,2,5,0,6,0,0,0,3,3,1,1,0.236,0.319,0.423,0.742,10,14,R,S.Alcantara(60),ATL
244,83,Jul 4,False,MIA,"W,8-7",45,37,8,12,3,0,1,8,7,5,9,0,0,1,0,1,0,1,0.237,0.32,0.424,0.744,8,20,R,Z.Thompson(55),ATL
245,84,Jul 5,True,PIT,"L,1-11",37,31,1,6,2,0,0,0,4,0,12,2,0,0,0,2,0,0,0.237,0.32,0.422,0.743,9,14,R,C.De Jong(56),ATL
246,85,Jul 6,True,PIT,"L,1-2",33,30,1,5,0,0,1,1,2,0,9,1,0,0,0,2,1,0,0.236,0.319,0.421,0.74,5,14,R,C.Kuhl(67),ATL
247,86,Jul 7,True,PIT,"W,14-3",52,43,14,18,5,0,2,13,8,0,5,0,1,0,0,1,1,0,0.239,0.322,0.424,0.747,11,16,R,W.Crowe(46),ATL
248,87,Jul 9,True,MIA,"W,5-0",43,37,5,10,4,1,1,5,5,0,9,1,0,0,0,0,0,0,0.239,0.323,0.426,0.749,11,13,R,A.Bass(49),ATL
249,88,Jul 10,True,MIA,"W,5-4",37,33,5,7,3,0,1,5,3,0,11,0,0,1,0,0,1,0,0.239,0.323,0.425,0.748,5,16,L,T.Rogers(46),ATL
250,89,Jul 11,True,MIA,"L,4-7",35,33,4,6,2,0,2,4,2,0,12,0,0,0,0,0,0,0,0.238,0.322,0.425,0.747,4,15,R,P.Lopez(57),ATL
251,90,Jul 16,False,TBR,"L,6-7",43,40,6,10,0,0,3,6,3,0,11,0,0,0,0,0,1,0,0.238,0.321,0.426,0.747,7,17,R,M.Wacha(39),ATL
252,91,Jul 17,False,TBR,"W,9-0",38,33,9,11,5,0,2,9,3,1,3,0,0,2,0,0,0,0,0.24,0.322,0.429,0.75,5,12,L,J.Fleming(19),ATL
253,92,Jul 18,False,TBR,"L,5-7",42,39,5,12,4,0,0,5,3,0,8,0,0,0,1,1,0,0,0.24,0.322,0.428,0.751,10,16,L,R.Hill(40),ATL
254,93,Jul 20,False,SDP,"W,2-1",32,29,2,5,1,0,1,2,2,0,5,1,0,0,0,0,0,0,0.24,0.322,0.427,0.749,6,13,R,Y.Darvish(54),ATL
255,94,Jul 21 (1),False,SDP,"L,2-3",27,25,2,5,1,0,0,1,0,0,3,0,1,1,1,0,0,0,0.239,0.321,0.426,0.746,4,14,R,C.Paddack(62),ATL
256,95,Jul 21 (2),False,SDP,"L,5-6",31,24,5,5,2,0,1,5,6,0,6,0,0,1,0,1,0,0,0.239,0.321,0.426,0.747,5,19,R,R.Knehr(40),ATL
257,96,Jul 22,True,PHI,"W,7-2",41,34,7,7,1,0,2,6,7,1,6,0,0,0,0,0,1,0,0.239,0.321,0.425,0.747,7,14,L,M.Moore(37),ATL
258,97,Jul 23,True,PHI,"L,1-5",38,35,1,9,2,0,0,1,3,0,8,0,0,0,0,0,0,1,0.239,0.321,0.424,0.745,10,14,R,Z.Wheeler(65),ATL
259,98,Jul 24,True,PHI,"W,15-3",50,43,15,17,2,0,5,15,5,0,9,0,2,0,1,0,0,0,0.241,0.323,0.429,0.752,8,16,R,V.Velasquez(24),ATL
260,99,Jul 25,True,PHI,"L,1-2",32,32,1,4,2,0,1,1,0,0,10,0,0,0,1,0,0,0,0.24,0.321,0.428,0.749,4,11,R,A.Nola(81),ATL
261,100,Jul 26 (1),True,NYM,"W,2-0",32,30,2,10,3,0,0,2,2,1,8,0,0,0,0,1,0,0,0.241,0.322,0.428,0.749,9,13,R,M.Stroman(46),ATL
262,101,Jul 26 (2),True,NYM,"L,0-1",25,24,0,4,0,0,0,0,1,0,10,0,0,0,0,1,0,0,0.24,0.321,0.426,0.747,4,13,L,A.Loup(54),ATL
263,102,Jul 27,True,NYM,"W,12-5",45,39,12,11,2,0,4,12,5,1,11,1,0,0,1,0,0,0,0.241,0.322,0.428,0.75,6,13,R,J.Eickhoff(5),ATL
264,103,Jul 28,True,NYM,"L,1-2",36,35,1,9,1,0,1,1,1,0,9,0,0,0,0,0,0,0,0.241,0.321,0.428,0.749,8,12,R,T.Megill(59),ATL
265,104,Jul 29,True,NYM,"W,6-3",38,34,6,7,0,0,3,6,4,0,10,0,0,0,0,0,0,0,0.241,0.321,0.428,0.749,5,15,R,T.Walker(40),ATL
266,105,Jul 30,False,MIL,"L,5-9",39,35,5,10,1,0,1,5,3,0,12,1,0,0,0,1,1,0,0.241,0.321,0.428,0.749,7,15,R,C.Burnes(28),ATL
267,106,Jul 31,False,MIL,"W,8-1",40,37,8,13,2,0,2,8,2,0,9,1,0,0,1,0,0,0,0.242,0.322,0.429,0.751,8,15,R,B.Woodruff(45),ATL
268,107,Aug 1,False,MIL,"L,1-2",36,34,1,7,1,0,0,1,1,0,9,1,0,0,0,0,0,0,0.242,0.321,0.428,0.749,8,15,L,B.Anderson(61),ATL
269,108,Aug 3,True,STL,"W,6-1",37,34,6,10,0,0,2,5,3,0,5,0,0,0,0,3,0,0,0.242,0.322,0.428,0.75,4,14,L,J.Lester(27),ATL
270,109,Aug 4,True,STL,"W,7-4",40,36,7,10,1,1,2,7,3,0,8,0,0,1,0,0,1,0,0.243,0.322,0.429,0.751,6,17,L,J.Happ(52),ATL
271,110,Aug 5,True,STL,"W,8-4",43,32,8,7,2,0,2,8,8,1,2,3,0,0,0,2,0,0,0.243,0.323,0.429,0.752,8,16,L,W.LeBlanc(56),ATL
272,111,Aug 6,False,WSN,"W,8-4",41,34,8,11,2,0,0,8,5,1,5,0,0,1,0,0,0,0,0.243,0.323,0.429,0.752,9,18,R,E.Fedde(32),ATL
273,112,Aug 7,False,WSN,"L,2-3",36,32,2,5,1,0,1,1,3,1,15,0,1,0,0,0,0,0,0.243,0.323,0.428,0.75,7,15,R,J.Gray(61),ATL
274,113,Aug 8,False,WSN,"W,5-4",31,30,5,6,1,0,2,5,1,0,6,0,0,0,0,0,0,0,0.242,0.322,0.428,0.75,2,14,L,P.Corbin(46),ATL
275,114,Aug 10,False,CIN,"W,3-2",35,29,3,5,1,0,1,3,6,0,9,0,0,0,0,0,0,0,0.242,0.322,0.427,0.749,8,14,R,S.Gray(58),ATL
276,115,Aug 11,False,CIN,"W,8-6",46,37,8,7,2,0,2,8,8,1,12,0,0,1,0,0,1,0,0.241,0.322,0.426,0.748,6,19,L,W.Miley(38),ATL
277,116,Aug 12,False,CIN,"L,3-12",38,35,3,7,0,0,1,2,3,0,12,0,0,0,1,1,1,0,0.241,0.321,0.425,0.747,8,15,R,V.Guti\xE9rrez(62),ATL
278,117,Aug 13,True,WSN,"W,4-2",34,32,4,7,0,0,4,4,1,0,7,0,1,0,0,1,0,0,0.241,0.321,0.427,0.747,3,14,R,J.Gray(56),ATL
279,118,Aug 14,True,WSN,"W,12-2",45,38,12,14,1,1,4,11,4,0,8,1,2,0,0,1,1,0,0.242,0.322,0.43,0.752,6,13,L,P.Corbin(29),ATL
280,119,Aug 15,True,WSN,"W,6-5",41,38,6,10,1,0,3,5,3,0,6,0,0,0,1,0,1,0,0.242,0.322,0.431,0.753,8,16,R,P.Espino(27),ATL
281,120,Aug 16,True,MIA,"W,12-2",52,40,12,14,5,0,2,12,11,0,11,0,1,0,0,0,0,0,0.243,0.324,0.433,0.757,13,12,L,B.Garrett(37),ATL
282,121,Aug 17,True,MIA,"W,2-0",34,33,2,6,0,0,1,2,1,0,9,0,0,0,0,0,1,0,0.243,0.323,0.431,0.754,5,15,R,S.Alcantara(74),ATL
283,122,Aug 18,True,MIA,"W,11-9",49,35,11,10,2,1,1,11,12,1,9,1,0,1,0,0,1,0,0.243,0.325,0.432,0.756,11,16,L,J.Luzardo(34),ATL
284,123,Aug 20,True,BAL,"W,3-0",39,35,3,7,1,0,2,3,4,0,4,0,0,0,1,0,0,0,0.243,0.324,0.432,0.756,9,9,L,K.Akin(45),ATL
285,124,Aug 21,True,BAL,"W,5-4",39,35,5,9,2,0,2,5,2,0,10,1,0,1,0,0,0,0,0.243,0.324,0.432,0.756,7,9,R,M.Harvey(42),ATL
286,125,Aug 22,True,BAL,"W,3-1",34,32,3,7,2,0,1,3,2,0,8,0,0,0,0,2,0,0,0.243,0.324,0.432,0.755,4,9,L,J.Means(55),ATL
287,126,Aug 23,False,NYY,"L,1-5",35,31,1,5,1,0,1,1,4,0,8,0,0,0,0,1,0,0,0.242,0.323,0.431,0.754,7,13,L,J.Montgomery(57),ATL
288,127,Aug 24,False,NYY,"L,4-5",39,34,4,9,1,0,0,4,4,0,10,1,0,0,0,0,0,0,0.242,0.323,0.43,0.753,8,17,L,A.Heaney(52),ATL
289,128,Aug 27,False,SFG,"W,6-5",34,33,6,9,1,0,2,6,1,0,3,0,0,0,0,0,0,0,0.242,0.323,0.43,0.753,4,13,R,K.Gausman(54),ATL
290,129,Aug 28,False,SFG,"L,0-5",35,33,0,7,0,0,0,0,1,0,10,1,0,0,0,2,1,0,0.242,0.323,0.428,0.751,8,13,R,L.Webb(72),ATL
